current time 20230518_185959
creating new summary file
argv: ['--local_rank=0', '--logdir=./checkpoints', '--dataset=dtu_yao', '--trainpath=/media/yons/10T1/wanglina/cas_training/dtu', '--ndepths', '48,32,8', '--depth_inter_r', '4,2,1', '--dlossw', '0.5,1.0,2.0', '--batch_size', '2', '--eval_freq', '3', '--trainlist', 'lists/dtu/train.txt', '--testlist', 'lists/dtu/test.txt', '--cost_aggregation', '91', '--numdepth=192']
################################  args  ################################
mode      	train                         	<class 'str'>       
model     	mvsnet                        	<class 'str'>       
device    	cuda                          	<class 'str'>       
datafile  	tank                          	<class 'str'>       
dataset   	dtu_yao                       	<class 'str'>       
trainpath 	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
testpath  	/media/yons/10T1/wanglina/cas_training/dtu	<class 'str'>       
trainlist 	lists/dtu/train.txt           	<class 'str'>       
testlist  	lists/dtu/test.txt            	<class 'str'>       
epochs    	30                            	<class 'int'>       
lr        	0.001                         	<class 'float'>     
lrepochs  	10,12,14:2                    	<class 'str'>       
wd        	0.0                           	<class 'float'>     
batch_size	2                             	<class 'int'>       
numdepth  	192                           	<class 'int'>       
interval_scale	1.06                          	<class 'float'>     
loadckpt  	None                          	<class 'NoneType'>  
logdir    	./checkpoints                 	<class 'str'>       
resume    	False                         	<class 'bool'>      
summary_freq	50                            	<class 'int'>       
save_freq 	1                             	<class 'int'>       
eval_freq 	3                             	<class 'int'>       
seed      	1                             	<class 'int'>       
pin_m     	False                         	<class 'bool'>      
local_rank	0                             	<class 'int'>       
cost_aggregation	91                            	<class 'str'>       
share_cr  	False                         	<class 'bool'>      
ndepths   	48,32,8                       	<class 'str'>       
depth_inter_r	4,2,1                         	<class 'str'>       
dlossw    	0.5,1.0,2.0                   	<class 'str'>       
cr_base_chs	8,8,8                         	<class 'str'>       
grad_method	detach                        	<class 'str'>       
using_apex	False                         	<class 'bool'>      
sync_bn   	False                         	<class 'bool'>      
opt_level 	O0                            	<class 'str'>       
keep_batchnorm_fp32	None                          	<class 'NoneType'>  
loss_scale	None                          	<class 'NoneType'>  
########################################################################
self.mode train
self.datafile tank
self.cost_aggregation 91
**********netphs:[48, 32, 8], depth_intervals_ratio:[4.0, 2.0, 1.0],  grad:detach, chs:[8, 8, 8]************
*************feature extraction arch mode:fpn****************
start at epoch 0
Number of model parameters: 924303
Let's use 2 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 7546
Epoch 0:
Epoch 0/30, Iter 0/13548, lr 0.000335, train loss = 250.737, depth loss = 71.649, time = 4.978
Epoch 15/30, Iter 4630/13548, lr 0.000125, train loss = 12.520, depth loss = 3.290, time = 0.850
Epoch 15/30, Iter 4680/13548, lr 0.000125, train loss = 11.156, depth loss = 3.012, time = 0.808
Epoch 15/30, Iter 4730/13548, lr 0.000125, train loss = 46.525, depth loss = 12.508, time = 0.863
Epoch 15/30, Iter 4780/13548, lr 0.000125, train loss = 6.485, depth loss = 1.592, time = 0.860
Epoch 15/30, Iter 4830/13548, lr 0.000125, train loss = 11.446, depth loss = 2.827, time = 0.904
Epoch 15/30, Iter 4880/13548, lr 0.000125, train loss = 11.385, depth loss = 3.061, time = 0.822
Epoch 15/30, Iter 4930/13548, lr 0.000125, train loss = 20.396, depth loss = 5.599, time = 0.861
Epoch 15/30, Iter 4980/13548, lr 0.000125, train loss = 9.609, depth loss = 2.445, time = 0.885
Epoch 15/30, Iter 5030/13548, lr 0.000125, train loss = 14.223, depth loss = 3.837, time = 0.896
Epoch 15/30, Iter 5080/13548, lr 0.000125, train loss = 4.513, depth loss = 1.113, time = 0.866
Epoch 15/30, Iter 5130/13548, lr 0.000125, train loss = 31.497, depth loss = 8.700, time = 0.888
Epoch 15/30, Iter 5180/13548, lr 0.000125, train loss = 21.019, depth loss = 5.143, time = 0.854
Epoch 15/30, Iter 5230/13548, lr 0.000125, train loss = 21.946, depth loss = 5.893, time = 0.868
Epoch 15/30, Iter 5280/13548, lr 0.000125, train loss = 48.860, depth loss = 12.229, time = 0.822
Epoch 15/30, Iter 5330/13548, lr 0.000125, train loss = 30.177, depth loss = 8.395, time = 0.861
Epoch 15/30, Iter 5380/13548, lr 0.000125, train loss = 13.072, depth loss = 3.182, time = 0.831
Epoch 15/30, Iter 5430/13548, lr 0.000125, train loss = 20.550, depth loss = 5.644, time = 0.896
Epoch 15/30, Iter 5480/13548, lr 0.000125, train loss = 7.188, depth loss = 1.817, time = 0.879
Epoch 15/30, Iter 5530/13548, lr 0.000125, train loss = 17.640, depth loss = 3.891, time = 0.859
Epoch 15/30, Iter 5580/13548, lr 0.000125, train loss = 8.027, depth loss = 2.030, time = 0.865
Epoch 15/30, Iter 5630/13548, lr 0.000125, train loss = 5.345, depth loss = 1.314, time = 0.916
Epoch 15/30, Iter 5680/13548, lr 0.000125, train loss = 25.574, depth loss = 6.582, time = 0.841
Epoch 15/30, Iter 5730/13548, lr 0.000125, train loss = 7.699, depth loss = 1.995, time = 0.871
Epoch 15/30, Iter 5780/13548, lr 0.000125, train loss = 19.376, depth loss = 5.256, time = 0.900
Epoch 15/30, Iter 5830/13548, lr 0.000125, train loss = 43.654, depth loss = 12.127, time = 0.877
Epoch 15/30, Iter 5880/13548, lr 0.000125, train loss = 4.185, depth loss = 1.001, time = 0.866
Epoch 15/30, Iter 5930/13548, lr 0.000125, train loss = 8.604, depth loss = 1.873, time = 0.829
Epoch 15/30, Iter 5980/13548, lr 0.000125, train loss = 8.585, depth loss = 2.256, time = 0.827
Epoch 15/30, Iter 6030/13548, lr 0.000125, train loss = 9.139, depth loss = 2.311, time = 0.888
Epoch 15/30, Iter 6080/13548, lr 0.000125, train loss = 9.053, depth loss = 2.346, time = 0.885
Epoch 15/30, Iter 6130/13548, lr 0.000125, train loss = 3.199, depth loss = 0.758, time = 0.848
Epoch 15/30, Iter 6180/13548, lr 0.000125, train loss = 35.966, depth loss = 10.054, time = 0.884
Epoch 15/30, Iter 6230/13548, lr 0.000125, train loss = 34.963, depth loss = 9.773, time = 0.850
Epoch 15/30, Iter 6280/13548, lr 0.000125, train loss = 27.177, depth loss = 7.366, time = 0.875
Epoch 15/30, Iter 6330/13548, lr 0.000125, train loss = 12.062, depth loss = 3.178, time = 0.933
Epoch 15/30, Iter 6380/13548, lr 0.000125, train loss = 18.100, depth loss = 3.933, time = 0.844
Epoch 15/30, Iter 6430/13548, lr 0.000125, train loss = 19.936, depth loss = 4.706, time = 0.895
Epoch 15/30, Iter 6480/13548, lr 0.000125, train loss = 35.950, depth loss = 9.717, time = 0.890
Epoch 15/30, Iter 6530/13548, lr 0.000125, train loss = 21.840, depth loss = 5.916, time = 0.886
Epoch 15/30, Iter 6580/13548, lr 0.000125, train loss = 18.892, depth loss = 4.974, time = 0.862
Epoch 15/30, Iter 6630/13548, lr 0.000125, train loss = 42.003, depth loss = 11.360, time = 0.898
Epoch 15/30, Iter 6680/13548, lr 0.000125, train loss = 11.753, depth loss = 2.873, time = 0.869
Epoch 15/30, Iter 6730/13548, lr 0.000125, train loss = 11.278, depth loss = 2.967, time = 0.865
Epoch 15/30, Iter 6780/13548, lr 0.000125, train loss = 12.085, depth loss = 3.161, time = 0.888
Epoch 15/30, Iter 6830/13548, lr 0.000125, train loss = 23.673, depth loss = 6.519, time = 0.820
Epoch 15/30, Iter 6880/13548, lr 0.000125, train loss = 56.579, depth loss = 14.630, time = 0.881
Epoch 15/30, Iter 6930/13548, lr 0.000125, train loss = 4.774, depth loss = 1.175, time = 0.872
Epoch 15/30, Iter 6980/13548, lr 0.000125, train loss = 17.926, depth loss = 4.224, time = 0.882
Epoch 15/30, Iter 7030/13548, lr 0.000125, train loss = 4.564, depth loss = 1.089, time = 0.916
Epoch 15/30, Iter 7080/13548, lr 0.000125, train loss = 7.395, depth loss = 1.890, time = 0.875
Epoch 15/30, Iter 7130/13548, lr 0.000125, train loss = 9.229, depth loss = 2.409, time = 0.884
Epoch 15/30, Iter 7180/13548, lr 0.000125, train loss = 5.268, depth loss = 1.325, time = 0.841
Epoch 15/30, Iter 7230/13548, lr 0.000125, train loss = 17.713, depth loss = 4.741, time = 0.880
Epoch 15/30, Iter 7280/13548, lr 0.000125, train loss = 9.206, depth loss = 2.331, time = 0.854
Epoch 15/30, Iter 7330/13548, lr 0.000125, train loss = 22.531, depth loss = 5.050, time = 0.895
Epoch 15/30, Iter 7380/13548, lr 0.000125, train loss = 5.696, depth loss = 1.217, time = 0.839
Epoch 15/30, Iter 7430/13548, lr 0.000125, train loss = 10.267, depth loss = 2.626, time = 0.904
Epoch 15/30, Iter 7480/13548, lr 0.000125, train loss = 11.016, depth loss = 2.859, time = 0.842
Epoch 15/30, Iter 7530/13548, lr 0.000125, train loss = 11.785, depth loss = 2.626, time = 0.863
Epoch 15/30, Iter 7580/13548, lr 0.000125, train loss = 52.548, depth loss = 14.651, time = 0.864
Epoch 15/30, Iter 7630/13548, lr 0.000125, train loss = 25.613, depth loss = 6.903, time = 0.854
Epoch 15/30, Iter 7680/13548, lr 0.000125, train loss = 10.305, depth loss = 2.609, time = 0.870
Epoch 15/30, Iter 7730/13548, lr 0.000125, train loss = 11.897, depth loss = 2.926, time = 0.825
Epoch 15/30, Iter 7780/13548, lr 0.000125, train loss = 5.294, depth loss = 1.275, time = 0.876
Epoch 15/30, Iter 7830/13548, lr 0.000125, train loss = 5.500, depth loss = 1.361, time = 0.911
Epoch 15/30, Iter 7880/13548, lr 0.000125, train loss = 26.199, depth loss = 6.873, time = 0.873
Epoch 15/30, Iter 7930/13548, lr 0.000125, train loss = 3.951, depth loss = 0.950, time = 0.846
Epoch 15/30, Iter 7980/13548, lr 0.000125, train loss = 6.294, depth loss = 1.622, time = 0.824
Epoch 15/30, Iter 8030/13548, lr 0.000125, train loss = 17.072, depth loss = 4.592, time = 0.875
Epoch 15/30, Iter 8080/13548, lr 0.000125, train loss = 29.700, depth loss = 7.986, time = 0.863
Epoch 15/30, Iter 8130/13548, lr 0.000125, train loss = 7.651, depth loss = 2.042, time = 0.876
Epoch 15/30, Iter 8180/13548, lr 0.000125, train loss = 34.582, depth loss = 8.720, time = 0.863
Epoch 15/30, Iter 8230/13548, lr 0.000125, train loss = 9.531, depth loss = 2.414, time = 0.864
Epoch 15/30, Iter 8280/13548, lr 0.000125, train loss = 21.189, depth loss = 5.971, time = 0.799
Epoch 15/30, Iter 8330/13548, lr 0.000125, train loss = 11.331, depth loss = 3.124, time = 0.798
Epoch 15/30, Iter 8380/13548, lr 0.000125, train loss = 4.179, depth loss = 0.996, time = 0.849
Epoch 15/30, Iter 8430/13548, lr 0.000125, train loss = 18.125, depth loss = 4.411, time = 0.891
Epoch 15/30, Iter 8480/13548, lr 0.000125, train loss = 7.455, depth loss = 1.909, time = 0.929
Epoch 15/30, Iter 8530/13548, lr 0.000125, train loss = 20.407, depth loss = 4.731, time = 0.817
Epoch 15/30, Iter 8580/13548, lr 0.000125, train loss = 6.412, depth loss = 1.530, time = 0.876
Epoch 15/30, Iter 8630/13548, lr 0.000125, train loss = 3.152, depth loss = 0.787, time = 0.823
Epoch 15/30, Iter 8680/13548, lr 0.000125, train loss = 10.605, depth loss = 2.834, time = 0.822
Epoch 15/30, Iter 8730/13548, lr 0.000125, train loss = 22.308, depth loss = 5.763, time = 0.851
Epoch 15/30, Iter 8780/13548, lr 0.000125, train loss = 31.759, depth loss = 8.796, time = 0.892
Epoch 15/30, Iter 8830/13548, lr 0.000125, train loss = 8.994, depth loss = 2.290, time = 0.843
Epoch 15/30, Iter 8880/13548, lr 0.000125, train loss = 7.340, depth loss = 1.943, time = 0.805
Epoch 15/30, Iter 8930/13548, lr 0.000125, train loss = 18.298, depth loss = 5.022, time = 0.878
Epoch 15/30, Iter 8980/13548, lr 0.000125, train loss = 7.247, depth loss = 1.840, time = 0.875
Epoch 15/30, Iter 9030/13548, lr 0.000125, train loss = 3.637, depth loss = 0.891, time = 0.846
Epoch 15/30, Iter 9080/13548, lr 0.000125, train loss = 32.658, depth loss = 8.094, time = 0.872
Epoch 15/30, Iter 9130/13548, lr 0.000125, train loss = 28.780, depth loss = 7.629, time = 0.872
Epoch 15/30, Iter 9180/13548, lr 0.000125, train loss = 6.920, depth loss = 1.723, time = 0.853
Epoch 15/30, Iter 9230/13548, lr 0.000125, train loss = 9.986, depth loss = 2.619, time = 0.865
Epoch 15/30, Iter 9280/13548, lr 0.000125, train loss = 6.610, depth loss = 1.719, time = 0.855
Epoch 15/30, Iter 9330/13548, lr 0.000125, train loss = 7.161, depth loss = 1.347, time = 0.859
Epoch 15/30, Iter 9380/13548, lr 0.000125, train loss = 11.134, depth loss = 2.914, time = 0.845
Epoch 15/30, Iter 9430/13548, lr 0.000125, train loss = 20.957, depth loss = 4.598, time = 0.872
Epoch 15/30, Iter 9480/13548, lr 0.000125, train loss = 8.227, depth loss = 2.072, time = 0.905
Epoch 15/30, Iter 9530/13548, lr 0.000125, train loss = 17.150, depth loss = 4.668, time = 0.816
Epoch 15/30, Iter 9580/13548, lr 0.000125, train loss = 8.004, depth loss = 2.157, time = 0.866
Epoch 15/30, Iter 9630/13548, lr 0.000125, train loss = 17.466, depth loss = 3.732, time = 0.864
Epoch 15/30, Iter 9680/13548, lr 0.000125, train loss = 17.070, depth loss = 4.714, time = 0.853
Epoch 15/30, Iter 9730/13548, lr 0.000125, train loss = 10.853, depth loss = 2.926, time = 0.904
Epoch 15/30, Iter 9780/13548, lr 0.000125, train loss = 19.205, depth loss = 5.137, time = 0.863
Epoch 15/30, Iter 9830/13548, lr 0.000125, train loss = 29.149, depth loss = 7.737, time = 0.823
Epoch 15/30, Iter 9880/13548, lr 0.000125, train loss = 4.112, depth loss = 0.946, time = 0.866
Epoch 15/30, Iter 9930/13548, lr 0.000125, train loss = 18.401, depth loss = 4.927, time = 0.863
Epoch 15/30, Iter 9980/13548, lr 0.000125, train loss = 6.590, depth loss = 1.659, time = 0.909
Epoch 15/30, Iter 10030/13548, lr 0.000125, train loss = 21.096, depth loss = 5.298, time = 0.835
Epoch 15/30, Iter 10080/13548, lr 0.000125, train loss = 11.836, depth loss = 3.051, time = 0.858
Epoch 15/30, Iter 10130/13548, lr 0.000125, train loss = 22.914, depth loss = 6.018, time = 0.837
Epoch 15/30, Iter 10180/13548, lr 0.000125, train loss = 18.857, depth loss = 5.099, time = 0.921
Epoch 15/30, Iter 10230/13548, lr 0.000125, train loss = 18.973, depth loss = 5.234, time = 0.872
Epoch 15/30, Iter 10280/13548, lr 0.000125, train loss = 21.455, depth loss = 5.916, time = 0.831
Epoch 15/30, Iter 10330/13548, lr 0.000125, train loss = 15.984, depth loss = 4.262, time = 0.876
Epoch 15/30, Iter 10380/13548, lr 0.000125, train loss = 10.144, depth loss = 2.723, time = 0.908
Epoch 15/30, Iter 10430/13548, lr 0.000125, train loss = 12.351, depth loss = 3.298, time = 0.876
Epoch 15/30, Iter 10480/13548, lr 0.000125, train loss = 19.043, depth loss = 4.855, time = 0.862
Epoch 15/30, Iter 10530/13548, lr 0.000125, train loss = 18.174, depth loss = 5.073, time = 0.852
Epoch 15/30, Iter 10580/13548, lr 0.000125, train loss = 9.291, depth loss = 2.400, time = 0.891
Epoch 15/30, Iter 10630/13548, lr 0.000125, train loss = 6.645, depth loss = 1.660, time = 0.850
Epoch 15/30, Iter 10680/13548, lr 0.000125, train loss = 13.915, depth loss = 3.122, time = 0.813
Epoch 15/30, Iter 10730/13548, lr 0.000125, train loss = 10.241, depth loss = 2.581, time = 0.828
Epoch 15/30, Iter 10780/13548, lr 0.000125, train loss = 32.270, depth loss = 7.691, time = 0.900
Epoch 15/30, Iter 10830/13548, lr 0.000125, train loss = 30.352, depth loss = 7.319, time = 0.878
Epoch 15/30, Iter 10880/13548, lr 0.000125, train loss = 5.311, depth loss = 1.317, time = 0.849
Epoch 15/30, Iter 10930/13548, lr 0.000125, train loss = 16.804, depth loss = 4.587, time = 0.885
Epoch 15/30, Iter 10980/13548, lr 0.000125, train loss = 9.902, depth loss = 2.666, time = 0.850
Epoch 15/30, Iter 11030/13548, lr 0.000125, train loss = 29.411, depth loss = 7.307, time = 0.820
Epoch 15/30, Iter 11080/13548, lr 0.000125, train loss = 22.269, depth loss = 5.985, time = 0.889
Epoch 15/30, Iter 11130/13548, lr 0.000125, train loss = 20.776, depth loss = 5.642, time = 0.859
Epoch 15/30, Iter 11180/13548, lr 0.000125, train loss = 15.139, depth loss = 3.223, time = 0.881
Epoch 15/30, Iter 11230/13548, lr 0.000125, train loss = 11.561, depth loss = 3.059, time = 0.886
Epoch 15/30, Iter 11280/13548, lr 0.000125, train loss = 8.808, depth loss = 2.334, time = 0.829
Epoch 15/30, Iter 11330/13548, lr 0.000125, train loss = 22.560, depth loss = 5.694, time = 0.792
Epoch 15/30, Iter 11380/13548, lr 0.000125, train loss = 11.294, depth loss = 3.058, time = 0.839
Epoch 15/30, Iter 11430/13548, lr 0.000125, train loss = 6.551, depth loss = 1.709, time = 0.877
Epoch 15/30, Iter 11480/13548, lr 0.000125, train loss = 4.489, depth loss = 1.102, time = 0.817
Epoch 15/30, Iter 11530/13548, lr 0.000125, train loss = 9.578, depth loss = 2.482, time = 0.855
Epoch 15/30, Iter 11580/13548, lr 0.000125, train loss = 14.502, depth loss = 3.855, time = 0.875
Epoch 15/30, Iter 11630/13548, lr 0.000125, train loss = 7.296, depth loss = 1.897, time = 0.813
Epoch 15/30, Iter 11680/13548, lr 0.000125, train loss = 22.647, depth loss = 6.249, time = 0.888
Epoch 15/30, Iter 11730/13548, lr 0.000125, train loss = 9.824, depth loss = 2.001, time = 0.870
Epoch 15/30, Iter 11780/13548, lr 0.000125, train loss = 9.827, depth loss = 2.565, time = 0.852
Epoch 15/30, Iter 11830/13548, lr 0.000125, train loss = 11.040, depth loss = 1.952, time = 0.886
Epoch 15/30, Iter 11880/13548, lr 0.000125, train loss = 10.758, depth loss = 2.821, time = 0.895
Epoch 15/30, Iter 11930/13548, lr 0.000125, train loss = 8.758, depth loss = 2.143, time = 0.827
Epoch 15/30, Iter 11980/13548, lr 0.000125, train loss = 5.571, depth loss = 1.388, time = 0.864
Epoch 15/30, Iter 12030/13548, lr 0.000125, train loss = 5.610, depth loss = 1.400, time = 0.822
Epoch 15/30, Iter 12080/13548, lr 0.000125, train loss = 13.697, depth loss = 3.679, time = 0.833
Epoch 15/30, Iter 12130/13548, lr 0.000125, train loss = 19.694, depth loss = 4.351, time = 0.877
Epoch 15/30, Iter 12180/13548, lr 0.000125, train loss = 9.144, depth loss = 2.344, time = 0.868
Epoch 15/30, Iter 12230/13548, lr 0.000125, train loss = 22.341, depth loss = 6.193, time = 0.845
Epoch 15/30, Iter 12280/13548, lr 0.000125, train loss = 7.154, depth loss = 1.806, time = 0.848
Epoch 15/30, Iter 12330/13548, lr 0.000125, train loss = 7.168, depth loss = 1.887, time = 0.844
Epoch 15/30, Iter 12380/13548, lr 0.000125, train loss = 12.445, depth loss = 2.644, time = 0.831
Epoch 15/30, Iter 12430/13548, lr 0.000125, train loss = 24.142, depth loss = 5.718, time = 0.860
Epoch 15/30, Iter 12480/13548, lr 0.000125, train loss = 7.834, depth loss = 2.021, time = 0.868
Epoch 15/30, Iter 12530/13548, lr 0.000125, train loss = 7.409, depth loss = 1.688, time = 0.880
Epoch 15/30, Iter 12580/13548, lr 0.000125, train loss = 19.147, depth loss = 4.609, time = 0.893
Epoch 15/30, Iter 12630/13548, lr 0.000125, train loss = 13.560, depth loss = 3.628, time = 0.895
Epoch 15/30, Iter 12680/13548, lr 0.000125, train loss = 14.726, depth loss = 4.035, time = 0.864
Epoch 15/30, Iter 12730/13548, lr 0.000125, train loss = 13.293, depth loss = 3.256, time = 0.897
Epoch 15/30, Iter 12780/13548, lr 0.000125, train loss = 10.857, depth loss = 2.894, time = 0.867
Epoch 15/30, Iter 12830/13548, lr 0.000125, train loss = 26.936, depth loss = 5.692, time = 0.884
Epoch 15/30, Iter 12880/13548, lr 0.000125, train loss = 16.403, depth loss = 4.502, time = 0.811
Epoch 15/30, Iter 12930/13548, lr 0.000125, train loss = 5.247, depth loss = 1.275, time = 0.839
Epoch 15/30, Iter 12980/13548, lr 0.000125, train loss = 10.338, depth loss = 2.745, time = 0.886
Epoch 15/30, Iter 13030/13548, lr 0.000125, train loss = 5.039, depth loss = 1.224, time = 0.815
Epoch 15/30, Iter 13080/13548, lr 0.000125, train loss = 8.958, depth loss = 2.244, time = 0.851
Epoch 15/30, Iter 13130/13548, lr 0.000125, train loss = 21.363, depth loss = 5.703, time = 0.932
Epoch 15/30, Iter 13180/13548, lr 0.000125, train loss = 18.928, depth loss = 4.682, time = 0.879
Epoch 15/30, Iter 13230/13548, lr 0.000125, train loss = 10.650, depth loss = 2.851, time = 0.841
Epoch 15/30, Iter 13280/13548, lr 0.000125, train loss = 14.201, depth loss = 3.860, time = 0.849
Epoch 15/30, Iter 13330/13548, lr 0.000125, train loss = 6.114, depth loss = 1.530, time = 0.894
Epoch 15/30, Iter 13380/13548, lr 0.000125, train loss = 9.497, depth loss = 2.495, time = 0.847
Epoch 15/30, Iter 13430/13548, lr 0.000125, train loss = 7.838, depth loss = 1.940, time = 0.896
Epoch 15/30, Iter 13480/13548, lr 0.000125, train loss = 9.704, depth loss = 2.579, time = 0.829
Epoch 15/30, Iter 13530/13548, lr 0.000125, train loss = 15.179, depth loss = 4.106, time = 0.892
Epoch 15/30, Iter 30/3773, test loss = 18.360, depth loss = 5.077, time = 0.350147
Epoch 15/30, Iter 80/3773, test loss = 14.584, depth loss = 3.989, time = 0.376797
Epoch 15/30, Iter 130/3773, test loss = 26.067, depth loss = 7.201, time = 0.379718
Epoch 15/30, Iter 180/3773, test loss = 20.781, depth loss = 5.747, time = 0.367385
Epoch 15/30, Iter 230/3773, test loss = 10.450, depth loss = 2.695, time = 0.372409
Epoch 15/30, Iter 280/3773, test loss = 28.888, depth loss = 7.271, time = 0.385315
Epoch 15/30, Iter 330/3773, test loss = 23.914, depth loss = 6.290, time = 0.430369
Epoch 15/30, Iter 380/3773, test loss = 5.532, depth loss = 1.354, time = 0.360265
Epoch 15/30, Iter 430/3773, test loss = 3.523, depth loss = 0.795, time = 0.370113
Epoch 15/30, Iter 480/3773, test loss = 5.789, depth loss = 1.362, time = 0.396993
Epoch 15/30, Iter 530/3773, test loss = 20.525, depth loss = 5.613, time = 0.324792
Epoch 15/30, Iter 580/3773, test loss = 11.346, depth loss = 1.987, time = 0.365633
Epoch 15/30, Iter 630/3773, test loss = 2.559, depth loss = 0.504, time = 0.420983
Epoch 15/30, Iter 680/3773, test loss = 10.177, depth loss = 2.479, time = 0.395171
Epoch 15/30, Iter 730/3773, test loss = 12.572, depth loss = 3.371, time = 0.383651
Epoch 15/30, Iter 780/3773, test loss = 10.277, depth loss = 2.701, time = 0.358799
Epoch 15/30, Iter 830/3773, test loss = 9.604, depth loss = 2.365, time = 0.389691
Epoch 15/30, Iter 880/3773, test loss = 22.544, depth loss = 6.448, time = 0.376879
Epoch 15/30, Iter 930/3773, test loss = 33.541, depth loss = 8.395, time = 0.369785
Epoch 15/30, Iter 980/3773, test loss = 20.534, depth loss = 5.366, time = 0.400914
Epoch 15/30, Iter 1030/3773, test loss = 271.523, depth loss = 76.889, time = 0.387528
Epoch 15/30, Iter 1080/3773, test loss = 2.777, depth loss = 0.558, time = 0.359151
Epoch 15/30, Iter 1130/3773, test loss = 3.146, depth loss = 0.680, time = 0.354958
Epoch 15/30, Iter 1180/3773, test loss = 1.786, depth loss = 0.197, time = 0.389583
Epoch 15/30, Iter 1230/3773, test loss = 5.075, depth loss = 1.248, time = 0.373726
Epoch 15/30, Iter 1280/3773, test loss = 4.926, depth loss = 1.137, time = 0.384279
Epoch 15/30, Iter 1330/3773, test loss = 11.405, depth loss = 2.553, time = 0.375549
Epoch 15/30, Iter 1380/3773, test loss = 20.848, depth loss = 5.589, time = 0.393738
Epoch 15/30, Iter 1430/3773, test loss = 4.572, depth loss = 1.050, time = 0.390358
Epoch 15/30, Iter 1480/3773, test loss = 4.806, depth loss = 1.087, time = 0.372004
Epoch 15/30, Iter 1530/3773, test loss = 5.422, depth loss = 1.226, time = 0.418143
Epoch 15/30, Iter 1580/3773, test loss = 22.231, depth loss = 6.075, time = 0.412363
Epoch 15/30, Iter 1630/3773, test loss = 6.015, depth loss = 1.307, time = 0.384623
Epoch 15/30, Iter 1680/3773, test loss = 13.857, depth loss = 2.907, time = 0.382140
Epoch 15/30, Iter 1730/3773, test loss = 29.814, depth loss = 8.112, time = 0.305922
Epoch 15/30, Iter 1780/3773, test loss = 13.001, depth loss = 2.657, time = 0.347362
Epoch 15/30, Iter 1830/3773, test loss = 41.034, depth loss = 10.905, time = 0.383882
Epoch 15/30, Iter 1880/3773, test loss = 21.240, depth loss = 5.489, time = 0.358213
Epoch 15/30, Iter 1930/3773, test loss = 12.178, depth loss = 3.371, time = 0.348750
Epoch 15/30, Iter 1980/3773, test loss = 4.863, depth loss = 1.221, time = 0.340489
Epoch 15/30, Iter 2030/3773, test loss = 6.281, depth loss = 1.601, time = 0.417913
Epoch 15/30, Iter 2080/3773, test loss = 85.789, depth loss = 24.313, time = 0.358057
Epoch 15/30, Iter 2130/3773, test loss = 25.792, depth loss = 6.307, time = 0.353061
Epoch 15/30, Iter 2180/3773, test loss = 16.547, depth loss = 4.192, time = 0.367640
Epoch 15/30, Iter 2230/3773, test loss = 12.065, depth loss = 3.197, time = 0.360373
Epoch 15/30, Iter 2280/3773, test loss = 1.937, depth loss = 0.384, time = 0.356727
Epoch 15/30, Iter 2330/3773, test loss = 3.769, depth loss = 0.897, time = 0.348905
Epoch 15/30, Iter 2380/3773, test loss = 3.030, depth loss = 0.581, time = 0.394068
Epoch 15/30, Iter 2430/3773, test loss = 85.081, depth loss = 24.113, time = 0.344968
Epoch 15/30, Iter 2480/3773, test loss = 55.277, depth loss = 15.384, time = 0.337332
Epoch 15/30, Iter 2530/3773, test loss = 13.126, depth loss = 2.793, time = 0.389629
Epoch 15/30, Iter 2580/3773, test loss = 33.893, depth loss = 9.616, time = 0.350836
Epoch 15/30, Iter 2630/3773, test loss = 27.155, depth loss = 7.193, time = 0.360082
